"id","company","car_model","year","fuel_type","kilo_driven","predicted_price"
"616","Mahindra","Mahindra Bolero SLX 2WD",2013,"Diesel",190000,"275000.00"
"617","Mahindra","Mahindra Jeep MM 540",2010,"Diesel",100000,"147500.00"
"618","Skoda","Skoda Octavia Elegance 2.0 TDI AT",2017,"Diesel",135000,"1125000.00"
"619","Honda","Honda Jazz 1.5 VX i DTEC",2021,"Diesel",19571,"646222.22"
"620","Honda","Honda City i-VTEC ZX",2021,"Petrol",29600,"1200000.00"
"621","Maruti","Maruti Vitara Brezza ZDi Plus AMT Dual Tone",2021,"Diesel",15000,"950000.00"
"622","Maruti","Maruti Celerio LXI MT BSIV",2022,"Petrol",50000,"340000.00"
"623","Renault","Renault Captur 1.5 Diesel RXT",2020,"Diesel",13500,"825000.00"
"624","Audi","Audi A4 30 TFSI Technology",2021,"Petrol",22000,"3100000.00"
"625","Honda","Honda Amaze VX Diesel BSIV",2021,"Diesel",25000,"784000.00"
"626","Toyota","Toyota Corolla Altis 1.8 VL AT",2013,"Petrol",80000,"350000.00"
"627","Honda","Honda Amaze VX Petrol BSIV",2021,"Petrol",39000,"690000.00"
"628","Honda","Honda Amaze VX i-VTEC",2021,"Petrol",48600,"696250.00"
"629","Mahindra","Mahindra KUV 100 mFALCON G80 K2",2019,"Petrol",25000,"433333.33"
"630","Maruti","Maruti Zen Estilo Sports",2011,"Petrol",120000,"153333.33"
"631","Maruti","Maruti Ertiga ZDI Plus",2022,"Diesel",30000,"1100000.00"
"632","Audi","Audi Q3 2.0 TDI Quattro Premium Plus",2018,"Diesel",127643,"1512500.00"
"633","Tata","Tata Zest Revotron 1.2T XMS",2021,"Petrol",54000,"392500.00"
"634","Audi","Audi Q5 2.0 TFSI Quattro Premium Plus",2017,"Petrol",62237,"1850000.00"
"635","Datsun","Datsun GO T Petrol",2018,"Petrol",32686,"281666.67"
"636","Mahindra","Mahindra Jeep CJ 500 DI",2009,"Diesel",1001,"575000.00"
"637","Renault","Renault Pulse RxZ",2020,"Diesel",22000,"455000.00"
"638","Land","Land Rover Discovery Sport SD4 HSE Luxury",2019,"Diesel",53000,"3500000.00"
"639","Volkswagen","Volkswagen Polo 2015-2019 1.2 MPI Highline",2020,"Petrol",44000,"660000.00"
"640","Honda","Honda City i-VTEC SV",2017,"Petrol",17000,"690000.00"
"641","Tata","Tata Sumo Gold EX",2019,"Diesel",42000,"379999.50"
"642","Tata","Tata Indica DLE",2008,"Diesel",100000,"72500.00"
"643","Honda","Honda City S",2015,"Petrol",50000,"365000.00"
"644","Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Grand Edition",2017,"Diesel",46000,"2490000.00"
"645","Toyota","Toyota Innova 2.5 VX 8 STR",2015,"Diesel",82000,"796666.67"
"646","Mahindra","Mahindra Xylo D4 BSIV",2016,"Diesel",200000,"300000.00"
"647","Toyota","Toyota Innova Crysta 2.5 VX BS IV",2014,"Diesel",120000,"520000.00"
"648","Hyundai","Hyundai Verna CRDi 1.6 AT SX Option",2021,"Diesel",30000,"1100000.00"
"649","Mahindra","Mahindra Scorpio S2 7 Seater",2019,"Diesel",161327,"725000.00"
"650","Hyundai","Hyundai i10 Magna 1.2 iTech SE",2012,"Petrol",60000,"192500.00"
"651","Mahindra","Mahindra Bolero DI",2010,"Diesel",50000,"253571.43"
"652","Hyundai","Hyundai Santro Xing XS",2012,"Petrol",68000,"150000.00"
"653","Maruti","Maruti Esteem VX",2002,"Petrol",35000,"60000.00"
"654","Honda","Honda Amaze S i-Dtech",2018,"Diesel",110000,"366428.57"
"655","Hyundai","Hyundai Santro Xing XG AT",2009,"Petrol",90000,"142500.00"
"656","Skoda","Skoda Yeti Ambition 4X2",2015,"Diesel",85000,"650000.00"
"657","Maruti","Maruti Wagon R LXI CNG",2016,"CNG",71000,"255000.00"
"658","Hyundai","Hyundai Verna SX",2010,"Petrol",65000,"155000.00"
"659","Maruti","Maruti SX4 Celebration Petrol",2015,"Petrol",90000,"220000.00"
"660","Hyundai","Hyundai i20 Active S Diesel",2021,"Diesel",37000,"650000.00"
"661","Honda","Honda Amaze V CVT Petrol BSIV",2021,"Petrol",26000,"725000.00"
"662","Maruti","Maruti Ciaz ZXi",2019,"Petrol",30000,"683333.33"
"663","Hyundai","Hyundai i20 Active SX Petrol",2019,"Petrol",23000,"550000.00"
"664","Nissan","Nissan Terrano XL 85 PS",2017,"Diesel",27000,"550000.00"
"665","Mahindra","Mahindra Bolero B6",2019,"Diesel",56000,"600000.00"
"666","Mahindra","Mahindra Scorpio SLE BS IV",2017,"Diesel",80000,"620000.00"
"667","Maruti","Maruti Ertiga ZXI",2017,"Petrol",13250,"635000.00"
"668","Maruti","Maruti Swift ZDI Plus",2018,"Diesel",73000,"484999.00"
"669","Maruti","Maruti Wagon R VXI BSIII",2009,"Petrol",60000,"136999.80"
"670","Chevrolet","Chevrolet Tavera Neo 2 LT L 9 Str",2015,"Diesel",110000,"400000.00"
"671","Tata","Tata Indica Vista Aura Plus 1.3 Quadrajet",2015,"Diesel",70000,"200000.00"
"672","Renault","Renault Duster 85PS Diesel RxL Plus",2016,"Diesel",60000,"457333.33"
"673","Maruti","Maruti Swift Dzire Vdi BSIV",2014,"Diesel",90000,"215000.00"
"674","Volkswagen","Volkswagen Polo Diesel Comfortline 1.2L",2015,"Diesel",120000,"287500.00"
"675","Maruti","Maruti Gypsy King Hard Top",2003,"Petrol",60000,"165000.00"
"676","Tata","Tata Manza Club Class Quadrajet90 VX",2016,"Diesel",60400,"170000.00"
"677","Maruti","Maruti Swift VXI Deca",2020,"Petrol",40000,"486250.00"
"678","Maruti","Maruti Ignis 1.2 AMT Delta BSIV",2020,"Petrol",15000,"450000.00"
"679","Toyota","Toyota Innova Crysta 2.4 VX MT 8S BSIV",2020,"Diesel",100000,"1833333.33"
"680","Mahindra","Mahindra Bolero Power Plus LX",2019,"Diesel",60000,"500000.00"
"681","Maruti","Maruti Swift 1.2 DLX",2017,"Petrol",40000,"272000.00"
"682","Mahindra","Mahindra KUV 100 mFALCON D75 K6",2019,"Diesel",20000,"430000.00"
"683","Tata","Tata Nano Cx BSIV",2015,"Petrol",35000,"75000.00"
"684","Mahindra","Mahindra TUV 300 T4",2019,"Diesel",50000,"630000.00"
"685","Tata","Tata Safari Storme VX Varicor 400",2021,"Diesel",15000,"977499.50"
"686","Maruti","Maruti Baleno Delta Automatic",2021,"Petrol",25000,"556666.67"
"687","Hyundai","Hyundai i20 Active S Petrol",2019,"Petrol",55838,"547500.00"
"688","Tata","Tata Indica Vista Terra Quadrajet 1.3L",2014,"Diesel",90000,"140000.00"
"689","Nissan","Nissan Sunny XL",2015,"Petrol",40000,"358000.00"
"690","Volkswagen","Volkswagen Vento Diesel Style Limited Edition",2016,"Diesel",85000,"320000.00"
"691","Chevrolet","Chevrolet Aveo 1.4 LS",2011,"Petrol",81324,"185000.00"
"692","Chevrolet","Chevrolet Beat PS",2018,"Petrol",50000,"210000.00"
"693","Honda","Honda City E",2016,"Petrol",123084,"380000.00"
"694","Maruti","Maruti Wagon R VXI Minor ABS",2013,"Petrol",50000,"260000.00"
"695","Maruti","Maruti Omni BSIII 8-STR W/ IMMOBILISER",2011,"Petrol",50000,"150000.00"
"696","Mahindra","Mahindra Xylo H4 ABS",2019,"Diesel",40000,"850000.00"
"697","Hyundai","Hyundai Elantra CRDi (Leather Option)",2009,"Diesel",120000,"125000.00"
"698","Toyota","Toyota Corolla Altis D-4D J",2017,"Diesel",234000,"770000.00"
"699","Hyundai","Hyundai i20 1.4 CRDi Era",2014,"Diesel",70000,"220000.00"
"700","Tata","Tata Indica Vista Aqua 1.3 Quadrajet",2013,"Diesel",110000,"118333.33"
"701","Hyundai","Hyundai Verna XXi (Petrol)",2010,"Petrol",84000,"150000.00"
"702","Maruti","Maruti Wagon R LX",2009,"Petrol",96000,"67500.00"
"703","Hyundai","Hyundai Santro Xing XK (Non-AC)",2010,"Petrol",50000,"100000.00"
"704","Volkswagen","Volkswagen Passat 1.8 TSI MT",2013,"Petrol",80000,"480000.00"
"705","Ford","Ford Figo Diesel LXI",2015,"Diesel",130000,"198333.33"
"706","Ford","Ford EcoSport 1.5 Ti VCT MT Trend BSIV",2020,"Petrol",19014,"650000.00"
"707","Toyota","Toyota Corolla Executive (HE)",2012,"Petrol",23262,"300000.00"
"708","Ford","Ford Freestyle Titanium Diesel BSIV",2019,"Diesel",29600,"700000.00"
"709","Maruti","Maruti Ignis 1.2 Zeta BSIV",2021,"Petrol",12000,"500000.00"
"710","Toyota","Toyota Etios Liva 1.2 G",2017,"Petrol",42000,"430000.00"
"711","Toyota","Toyota Corolla H6",2010,"Petrol",55800,"215000.00"
"712","Renault","Renault Duster RXL AWD",2017,"Diesel",66569,"550000.00"
"713","Volkswagen","Volkswagen Polo 1.5 TDI Comfortline",2018,"Diesel",82695,"450000.00"
"714","Ford","Ford Figo Diesel EXI",2017,"Diesel",68293,"253124.88"
"715","Honda","Honda Jazz VX CVT",2019,"Petrol",32000,"580000.00"
"716","Maruti","Maruti Swift Dzire Tour LDI",2017,"Diesel",190621,"300000.00"
"717","Maruti","Maruti 800 Std MPFi",2009,"Petrol",64700,"78000.00"
"718","Hyundai","Hyundai Verna 1.6 CRDI SX Option",2019,"Diesel",75000,"970000.00"
"719","Mercedes-Benz","Mercedes-Benz E-Class E250 CDI Blue Efficiency",2015,"Diesel",35000,"2500000.00"
"720","Toyota","Toyota Etios 1.4 VXD",2020,"Diesel",70000,"705000.00"
"721","Mahindra","Mahindra Quanto C6",2016,"Diesel",120000,"271125.00"
"722","Volkswagen","Volkswagen Vento 1.5 TDI Highline",2018,"Diesel",98000,"505000.00"
"723","Maruti","Maruti Ciaz ZDi",2017,"Diesel",90000,"550000.00"
"724","Volkswagen","Volkswagen Ameo 1.5 TDI Comfortline",2021,"Diesel",70000,"585000.00"
"725","Tata","Tata Nano CX SE",2016,"Petrol",25000,"92500.00"
"726","Tata","Tata Manza Aura Quadrajet",2012,"Diesel",60000,"185000.00"
"727","Maruti","Maruti Omni E 8 Str STD",2010,"Petrol",90000,"97500.00"
"728","Chevrolet","Chevrolet Optra 1.6 LS",2008,"Petrol",126000,"60000.00"
"729","Mahindra","Mahindra TUV 300 T10",2021,"Diesel",70000,"695000.00"
"730","Mahindra","Mahindra Alturas G4 4X2 AT BSIV",2022,"Diesel",5000,"2700000.00"
"731","Maruti","Maruti Zen Estilo LX BSIII",2010,"Petrol",74183,"135000.00"
"732","Tata","Tata Indica LXI",2007,"Petrol",46000,"80000.00"
"733","Maruti","Maruti Wagon R VXI Optional",2018,"Petrol",60000,"273000.00"
"734","Tata","Tata Sumo Victa CX 7/9 Str BSII",2015,"Diesel",120000,"320000.00"
"735","Skoda","Skoda Superb Elegance 2.0 TDI CR AT",2012,"Diesel",100000,"542000.00"
"736","Jeep","Jeep Compass 2.0 Longitude Option BSIV",2021,"Diesel",50000,"1595000.00"
"737","Tata","Tata Indica DL",2009,"Diesel",100000,"55000.00"
"738","Ford","Ford Fiesta 1.6 ZXi Leather",2009,"Petrol",83411,"88000.00"
"739","Mahindra","Mahindra Scorpio EX",2017,"Diesel",13270,"533333.33"
"740","Hyundai","Hyundai Santro Xing XL AT eRLX Euro III",2009,"Petrol",100000,"85000.00"
"741","Mahindra","Mahindra Thar DI 4X4 PS",2019,"Diesel",50000,"700000.00"
"742","Hyundai","Hyundai Grand i10 1.2 Kappa Magna BSIV",2020,"Petrol",26500,"507750.00"
"743","Ford","Ford Fiesta 1.4 Duratec ZXI",2011,"Petrol",100000,"120000.00"
"744","Hyundai","Hyundai i20 Asta Option 1.4 CRDi",2019,"Diesel",57000,"605000.00"
"745","Maruti","Maruti Swift Dzire LXI",2018,"Petrol",70000,"375000.00"
"746","Maruti","Maruti 800 EX",2004,"Petrol",30000,"35000.00"
"747","Renault","Renault KWID Climber 1.0 AMT",2020,"Petrol",20000,"300000.00"
"748","Mahindra","Mahindra Bolero Power Plus SLE",2021,"Diesel",40000,"630000.00"
"749","Hyundai","Hyundai Xcent 1.2 VTVT S",2022,"Petrol",7000,"586666.67"
"750","Maruti","Maruti Wagon R LXI LPG BSIV",2015,"LPG",80000,"220000.00"
"751","Nissan","Nissan Micra Diesel XV Premium",2014,"Diesel",90000,"179500.00"
"752","Maruti","Maruti Zen LXi - BS III",2008,"Petrol",34000,"125000.00"
"753","Honda","Honda City i DTEC SV",2017,"Diesel",110000,"655000.00"
"754","Toyota","Toyota Innova 2.5 VX (Diesel) 7 Seater",2018,"Diesel",70000,"970000.00"
"755","Honda","Honda Civic 1.8 (E) MT",2009,"Petrol",80000,"300000.00"
"756","Maruti","Maruti Zen Estilo 1.1 LXI BSIII",2010,"Petrol",143000,"126000.00"
"757","Honda","Honda City 1.5 V MT",2013,"Petrol",115000,"412499.83"
"758","Tata","Tata Manza ELAN Quadrajet BS IV",2014,"Diesel",100000,"175000.00"
"759","Mahindra","Mahindra Xylo E4 ABS BS IV",2016,"Diesel",42000,"350000.00"
"760","Honda","Honda WR-V i-DTEC VX",2021,"Diesel",35000,"823000.00"
"761","Nissan","Nissan Terrano XL 110 PS",2017,"Diesel",136906,"508333.33"
"762","Honda","Honda Amaze S CVT Petrol",2022,"Petrol",10000,"610000.00"
"763","Maruti","Maruti Esteem Lxi",2008,"Petrol",60000,"58333.33"
"764","Toyota","Toyota Corolla Altis Diesel D4DGL",2014,"Diesel",120000,"550000.00"
"765","Tata","Tata Indica Vista Aura 1.2 Safire",2013,"Petrol",120000,"110000.00"
"766","Mahindra","Mahindra Bolero SLE",2013,"Diesel",90000,"325000.00"
"767","Hyundai","Hyundai Elite i20 Asta Option CVT BSIV",2022,"Petrol",3000,"691666.67"
"768","Hyundai","Hyundai Creta 1.4 E Plus",2021,"Diesel",52000,"800000.00"
"769","Honda","Honda Jazz 1.5 E i DTEC",2020,"Diesel",39000,"700000.00"
"770","Tata","Tata Aria Pure LX 4x2",2017,"Diesel",90000,"495000.00"
"771","Ford","Ford Freestyle Trend Petrol BSIV",2022,"Petrol",8000,"650000.00"
"772","Mahindra","Mahindra Jeep MM 775 XDB",2003,"Diesel",50000,"155000.00"
"773","Hyundai","Hyundai Grand i10 1.2 CRDi Magna",2018,"Diesel",61658,"387500.00"
"774","Maruti","Maruti Zen Estilo LX BSIV",2013,"Petrol",50000,"90000.00"
"775","Maruti","Maruti 800 DX",2003,"Petrol",60000,"55000.00"
"776","Honda","Honda City 1.5 GXI",2007,"Petrol",120000,"142500.00"
"777","Honda","Honda CR-V Diesel 4WD",2021,"Diesel",26000,"1800000.00"
"778","Maruti","Maruti Ertiga BSIV VXI AT",2020,"Petrol",30600,"800000.00"
"779","Volkswagen","Volkswagen Polo 1.0 TSI Highline Plus",2023,"Petrol",5000,"802000.00"
"780","Audi","Audi A4 35 TDI Premium",2018,"Diesel",35000,"2300000.00"
"781","Hyundai","Hyundai Xcent 1.1 CRDi SX",2019,"Diesel",35000,"430000.00"
"782","Mahindra","Mahindra Scorpio 2.6 SLX Turbo 7 Seater",2007,"Diesel",120000,"136666.67"
"783","Ford","Ford Ecosport 1.0 Ecoboost Titanium",2017,"Petrol",72000,"550000.00"
"784","Jaguar","Jaguar XF 3.0 Litre S Premium Luxury",2016,"Diesel",64000,"1900000.00"
"785","Maruti","Maruti Zen Estilo VXI BSIII",2010,"Petrol",100000,"103333.33"
"786","Toyota","Toyota Innova 2.5 E 8 STR",2015,"Diesel",70000,"287000.00"
"787","Hyundai","Hyundai i20 1.4 CRDi Asta",2014,"Diesel",118700,"350000.00"
"788","Nissan","Nissan Micra XL CVT",2018,"Petrol",40000,"434999.00"
"789","Mahindra","Mahindra Scorpio VLX AT 2WD BSIII",2007,"Diesel",223660,"225000.00"
"790","Toyota","Toyota Corolla AE",2009,"Petrol",140000,"160000.00"
"791","Hyundai","Hyundai Grand i10 Nios Sportz",2023,"Petrol",5000,"600000.00"
"792","Chevrolet","Chevrolet Tavera Neo 3 LT 9 Seats BSIII",2019,"Diesel",100000,"470000.00"
"793","Hyundai","Hyundai Grand i10 Nios AMT Magna",2023,"Petrol",4000,"640000.00"
"794","Hyundai","Hyundai Verna 1.6 VTVT S",2018,"Petrol",35000,"576666.67"
"795","Tata","Tata Manza Aqua Quadrajet BS IV",2015,"Diesel",120000,"177500.00"
"796","Maruti","Maruti Wagon R LX BSIII",2012,"Petrol",70000,"115000.00"
"797","Toyota","Toyota Etios Cross 1.4L GD",2018,"Diesel",80000,"425000.00"
"798","Renault","Renault KWID RXT BSIV",2022,"Petrol",27000,"250000.00"
"799","Daewoo","Daewoo Matiz SD",2005,"Petrol",50000,"60000.00"
"800","Tata","Tata Hexa XT",2020,"Diesel",16400,"1133333.33"
"801","Honda","Honda Jazz V",2022,"Petrol",4000,"650000.00"
"802","Maruti","Maruti A-Star Lxi",2011,"Petrol",40000,"132500.00"
"803","Audi","Audi A8 L 3.0 TDI quattro",2012,"Diesel",47000,"1250000.00"
"804","Hyundai","Hyundai Elantra SX",2018,"Petrol",48000,"700000.00"
"805","Datsun","Datsun redi-GO AMT 1.0 T Option",2021,"Petrol",15000,"290000.00"
"806","Tata","Tata Nano Cx BSIII",2017,"Petrol",7000,"53333.33"
"807","BMW","BMW X1 sDrive20d M Sport",2017,"Diesel",48000,"1485000.00"
"808","Chevrolet","Chevrolet Enjoy TCDi LT 7 Seater",2017,"Diesel",71014,"316666.67"
"809","Honda","Honda Amaze S Diesel",2018,"Diesel",60000,"400000.00"
"810","Mahindra","Mahindra KUV 100 D75 K6 Plus",2020,"Diesel",71000,"380000.00"
"811","Honda","Honda City i-VTEC CVT VX",2019,"Petrol",45000,"750000.00"
"812","Honda","Honda Brio VX",2020,"Petrol",45000,"367500.00"
"813","MG","MG Hector Sharp Diesel MT BSIV",2022,"Diesel",14000,"1825000.00"
"814","Audi","Audi A4 35 TDI Premium Plus",2022,"Diesel",17000,"3256000.00"
"815","Renault","Renault Scala Diesel RxL",2018,"Diesel",60000,"448000.00"
"816","Skoda","Skoda Laura Ambiente 1.9 PD",2010,"Diesel",181000,"175000.00"
"817","Ford","Ford Fiesta Diesel Style",2016,"Diesel",83000,"380000.00"
"818","Skoda","Skoda Laura 1.9 TDI MT Ambiente",2013,"Diesel",160000,"280000.00"
"819","Toyota","Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV",2013,"Diesel",120000,"819999.00"
"820","Mercedes-Benz","Mercedes-Benz E-Class 220 CDI",2004,"Diesel",100000,"350000.00"
"821","Ford","Ford Figo Aspire 1.5 TDCi Trend",2020,"Diesel",30000,"567499.50"
"822","Tata","Tata Indigo GLX",2009,"Petrol",110000,"108333.33"
"823","Maruti","Maruti Swift Dzire LDI Optional",2018,"Diesel",170000,"419000.00"
"824","Ford","Ford EcoSport 1.5 Diesel Ambiente BSIV",2021,"Diesel",40000,"790000.00"
"825","Skoda","Skoda Rapid 1.6 TDI Elegance",2015,"Diesel",120000,"275000.00"
"826","Hyundai","Hyundai i20 1.4 CRDi Sportz",2015,"Diesel",120000,"385500.00"
"827","Chevrolet","Chevrolet Aveo 1.4 LT BSIV",2012,"Petrol",48000,"250000.00"
"828","Mahindra","Mahindra Quanto C4",2016,"Diesel",100000,"303333.33"
"829","Honda","Honda Mobilio S i DTEC",2019,"Diesel",50000,"580000.00"
"830","Hyundai","Hyundai Santa Fe 4WD AT",2017,"Diesel",80000,"1000000.00"
"831","Tata","Tata Manza Aura (ABS) Safire BS IV",2013,"Petrol",50000,"130000.00"
"832","Force","Force One EX",2017,"Diesel",37516,"346000.00"
"833","Mahindra","Mahindra Xylo D2 BS IV",2018,"Diesel",20000,"371666.00"
"834","Hyundai","Hyundai Santro Magna AMT BSIV",2022,"Petrol",10000,"425000.00"
"835","Tata","Tata Indigo LS BSII",2015,"Diesel",110000,"160000.00"
"836","Hyundai","Hyundai Verna CRDi SX ABS",2012,"Diesel",136000,"250000.00"
"837","Tata","Tata New Safari DICOR 2.2 GX 4x2 BS IV",2015,"Diesel",80000,"326000.00"
"838","Tata","Tata Indica Vista Aura 1.3 Quadrajet",2012,"Diesel",90000,"135000.00"
"839","Mahindra","Mahindra Bolero Power Plus Plus Non AC BSIV PS",2018,"Diesel",110000,"500000.00"
"840","Mahindra","Mahindra Scorpio VLX 2WD AIRBAG BSIV",2015,"Diesel",120000,"583333.33"
"841","Toyota","Toyota Innova 2.5 Z Diesel 7 Seater BS IV",2017,"Diesel",90000,"998333.00"
"842","Honda","Honda Brio 1.2 S Option MT",2022,"Petrol",9000,"484999.00"
"843","Hyundai","Hyundai Santro Sportz BSIV",2022,"Petrol",10000,"500000.00"
"844","Fiat","Fiat Linea Dynamic",2016,"Petrol",70000,"350000.00"
"845","Maruti","Maruti Alto 800 LX",2020,"Petrol",60000,"203333.33"
"846","Maruti","Maruti SX4 S Cross DDiS 320 Zeta",2019,"Diesel",80000,"675000.00"
"847","Mahindra","Mahindra Jeep Classic",2002,"Diesel",2020,"170000.00"
"848","Mahindra","Mahindra Scorpio 2.6 Turbo 7 Str",2010,"Diesel",100000,"267500.00"
"849","Toyota","Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV",2014,"Diesel",120000,"472500.00"
"850","Ford","Ford Figo Petrol LXI",2013,"Petrol",110000,"130000.00"
"851","Maruti","Maruti Swift ZXI ABS",2012,"Petrol",60000,"235000.00"
"852","Mahindra","Mahindra XUV500 W6 1.99 mHawk",2019,"Diesel",40000,"1000000.00"
"853","Maruti","Maruti Alto K10 LX",2023,"Petrol",1100,"250000.00"
"854","Maruti","Maruti Wagon R VX",2003,"Petrol",88500,"50000.00"
"855","Tata","Tata Indica Vista Aqua 1.2 Safire BSIV",2013,"Petrol",128000,"97000.00"
"856","Honda","Honda Civic 1.8 S AT",2009,"Petrol",70000,"187500.00"
"857","Mahindra","Mahindra NuvoSport N8",2019,"Diesel",110000,"525000.00"
"858","Hyundai","Hyundai Verna Transform CRDi VGT SX ABS",2013,"Diesel",135000,"325000.00"
"859","Volkswagen","Volkswagen Vento New Diesel Highline",2015,"Diesel",86000,"330000.00"
"860","Maruti","Maruti S-Presso VXI Plus",2022,"Petrol",1950,"450000.00"
"861","Honda","Honda Civic 1.8 S MT",2010,"Petrol",70000,"206666.33"
"862","Toyota","Toyota Etios Liva 1.2 VX",2020,"Petrol",6480,"650000.00"
"863","Toyota","Toyota Yaris G",2021,"Petrol",19107,"850000.00"
"864","Maruti","Maruti Swift LXI Option",2018,"Petrol",28217,"415000.00"
"865","Maruti","Maruti Ciaz ZDi Plus",2019,"Diesel",72787,"695500.00"
"866","Maruti","Maruti Ciaz 1.4 Alpha",2020,"Petrol",31063,"876666.67"
"867","Toyota","Toyota Corolla Altis GL MT",2019,"Petrol",64156,"1150000.00"
"868","Maruti","Maruti Esteem Lxi - BSIII",2010,"Petrol",54000,"80000.00"
"869","Volkswagen","Volkswagen Vento Diesel Comfortline",2015,"Diesel",97000,"215000.00"
"870","Maruti","Maruti SX4 ZXI AT",2012,"Petrol",120000,"130000.00"
"871","Maruti","Maruti Swift Dzire AMT ZXI",2022,"Petrol",60000,"550000.00"
"872","Mahindra","Mahindra TUV 300 T8 AMT",2019,"Diesel",60000,"730000.00"
"873","Ford","Ford Fusion 1.6 Duratec Petrol",2008,"Petrol",100000,"120000.00"
"874","Honda","Honda City i-VTEC VX",2020,"Petrol",35000,"1033333.33"
"875","Maruti","Maruti Esteem Vxi",2008,"Petrol",20000,"100000.00"
"876","Hyundai","Hyundai Verna 1.6 VTVT",2016,"Petrol",60000,"262500.00"
"877","Tata","Tata Sumo Victa EX 7/9 Str BSII",2012,"Diesel",120000,"130000.00"
"878","Chevrolet","Chevrolet Sail Hatchback 1.2 LS",2019,"Petrol",30000,"260000.00"
"879","Mahindra","Mahindra Bolero Power Plus ZLX",2020,"Diesel",29000,"765000.00"
"880","Datsun","Datsun RediGO S",2019,"Petrol",22000,"270000.00"
"881","Skoda","Skoda Fabia 1.2 MPI Ambition Plus",2015,"Petrol",50000,"300000.00"
"882","Renault","Renault Fluence 1.5",2015,"Diesel",90000,"350000.00"
"883","Maruti","Maruti Wagon R LXI DUO BS IV",2015,"LPG",60000,"180000.00"
"884","Mahindra","Mahindra TUV 300 Plus P4",2021,"Diesel",30000,"850000.00"
"885","Volkswagen","Volkswagen Jetta 2.0 TDI Comfortline",2014,"Diesel",312000,"350000.00"
"886","Maruti","Maruti Swift LDI Optional",2020,"Diesel",40000,"500000.00"
"887","Maruti","Maruti SX4 VDI",2014,"Diesel",90000,"306666.67"
"888","Chevrolet","Chevrolet Aveo 1.4 CNG",2014,"CNG",100000,"229999.00"
"889","Hyundai","Hyundai Elite i20 Magna Plus BSIV",2023,"Petrol",7300,"545000.00"
"890","Mahindra","Mahindra Thar 4X4",2016,"Diesel",25000,"597500.00"
"891","Hyundai","Hyundai EON Magna Optional",2018,"Petrol",22000,"300000.00"
"892","Maruti","Maruti Omni 5 Str STD LPG",2001,"LPG",35000,"50000.00"
"893","Maruti","Maruti 800 DUO AC LPG",2012,"LPG",50000,"85000.00"
"894","Toyota","Toyota Innova Crysta 2.4 G MT BSIV",2019,"Diesel",70000,"1300000.00"
"895","Hyundai","Hyundai Accent GLX",2011,"Petrol",60000,"136666.67"
"896","Maruti","Maruti Swift VDI Optional",2020,"Diesel",60000,"479999.50"
"897","Hyundai","Hyundai Santro Xing XK eRLX EuroIII",2010,"Petrol",135000,"130000.00"
"898","Maruti","Maruti Baleno Zeta 1.2",2020,"Petrol",25000,"633500.00"
"899","Ford","Ford Freestyle Titanium Diesel",2023,"Diesel",101,"767000.00"
"900","Ford","Ford Figo Titanium",2023,"Petrol",101,"690500.00"
"901","Ford","Ford Ecosport 1.5 Diesel Titanium",2023,"Diesel",101,"803333.33"
"902","Ford","Ford Figo 1.5D Titanium Opt MT",2018,"Diesel",52328,"495000.00"
"903","Toyota","Toyota Etios VX",2014,"Petrol",120000,"262500.00"
"904","Hyundai","Hyundai Accent GLS",2007,"Petrol",110000,"122500.00"
"905","Maruti","Maruti Ignis 1.3 Delta",2021,"Diesel",26350,"590000.00"
"906","Tata","Tata Indigo CS LX (TDI) BS-III",2018,"Diesel",68745,"225000.00"
"907","Maruti","Maruti Alto K10 VXI AGS",2020,"Petrol",27289,"343666.67"
"908","Nissan","Nissan Evalia XV",2017,"Diesel",28245,"650000.00"
"909","Hyundai","Hyundai Grand i10 1.2 CRDi Sportz Option",2020,"Diesel",27005,"553333.00"
"910","Mahindra","Mahindra KUV 100 D75 K4 Plus 5Str",2019,"Diesel",31367,"470000.00"
"911","Hyundai","Hyundai Verna SX Diesel",2016,"Diesel",45264,"385000.00"
"912","Honda","Honda City Corporate Edition",2016,"Petrol",45241,"495000.00"
"913","Hyundai","Hyundai EON Era",2017,"Petrol",12000,"272499.50"
"914","Datsun","Datsun RediGO 1.0 T Option",2021,"Petrol",2769,"375000.00"
"915","Maruti","Maruti Alto LXI",2007,"Petrol",50000,"68400.00"
"916","Hyundai","Hyundai i10 Magna 1.2",2013,"Petrol",60000,"257499.75"
"917","Renault","Renault Captur 1.5 Diesel RXT Mono",2021,"Diesel",40000,"1000000.00"
"918","Mahindra","Mahindra Xylo D2 Maxx",2017,"Diesel",170000,"350000.00"
"919","Ford","Ford Aspire Titanium BSIV",2023,"Petrol",1010,"629499.50"
"920","Ford","Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV",2023,"Petrol",1010,"984500.00"
"921","Ford","Ford Ecosport 1.5 Petrol Trend",2023,"Petrol",1010,"1030000.00"
"922","Ford","Ford EcoSport 1.5 TDCi Titanium Plus BSIV",2023,"Diesel",1010,"1334000.00"
"923","Ford","Ford Freestyle Titanium",2023,"Petrol",1010,"811999.00"
