,name,year,predicted_price,kilo_driven,fuel_type,company
672,Mahindra KUV 100 mFALCON D75 K6,2019,430000.0,20000,Diesel,Mahindra
673,Tata Nano Cx BSIV,2015,75000.0,35000,Petrol,Tata
674,Mahindra TUV 300 T4,2019,630000.0,50000,Diesel,Mahindra
675,Tata Safari Storme VX Varicor 400,2021,977499.5,15000,Diesel,Tata
676,Maruti Baleno Delta Automatic,2021,556666.67,25000,Petrol,Maruti
677,Hyundai i20 Active S Petrol,2019,547500.0,55838,Petrol,Hyundai
678,Tata Indica Vista Terra Quadrajet 1.3L,2014,140000.0,90000,Diesel,Tata
679,Nissan Sunny XL,2015,358000.0,40000,Petrol,Nissan
680,Volkswagen Vento Diesel Style Limited Edition,2016,320000.0,85000,Diesel,Volkswagen
681,Chevrolet Aveo 1.4 LS,2011,185000.0,81324,Petrol,Chevrolet
682,Chevrolet Beat PS,2018,210000.0,50000,Petrol,Chevrolet
683,Honda City E,2016,380000.0,123084,Petrol,Honda
684,Maruti Wagon R VXI Minor ABS,2013,260000.0,50000,Petrol,Maruti
685,Maruti Omni BSIII 8-STR W/ IMMOBILISER,2011,150000.0,50000,Petrol,Maruti
686,Mahindra Xylo H4 ABS,2019,850000.0,40000,Diesel,Mahindra
687,Hyundai Elantra CRDi (Leather Option),2009,125000.0,120000,Diesel,Hyundai
688,Toyota Corolla Altis D-4D J,2017,770000.0,234000,Diesel,Toyota
689,Hyundai i20 1.4 CRDi Era,2014,220000.0,70000,Diesel,Hyundai
690,Tata Indica Vista Aqua 1.3 Quadrajet,2013,118333.33,110000,Diesel,Tata
691,Hyundai Verna XXi (Petrol),2010,150000.0,84000,Petrol,Hyundai
692,Maruti Wagon R LX,2009,67500.0,96000,Petrol,Maruti
693,Hyundai Santro Xing XK (Non-AC),2010,100000.0,50000,Petrol,Hyundai
694,Volkswagen Passat 1.8 TSI MT,2013,480000.0,80000,Petrol,Volkswagen
695,Ford Figo Diesel LXI,2015,198333.33,130000,Diesel,Ford
696,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2020,650000.0,19014,Petrol,Ford
697,Toyota Corolla Executive (HE),2012,300000.0,23262,Petrol,Toyota
698,Ford Freestyle Titanium Diesel BSIV,2019,700000.0,29600,Diesel,Ford
699,Maruti Ignis 1.2 Zeta BSIV,2021,500000.0,12000,Petrol,Maruti
700,Toyota Etios Liva 1.2 G,2017,430000.0,42000,Petrol,Toyota
701,Toyota Corolla H6,2010,215000.0,55800,Petrol,Toyota
702,Renault Duster RXL AWD,2017,550000.0,66569,Diesel,Renault
703,Volkswagen Polo 1.5 TDI Comfortline,2018,450000.0,82695,Diesel,Volkswagen
704,Ford Figo Diesel EXI,2017,253124.88,68293,Diesel,Ford
705,Honda Jazz VX CVT,2019,580000.0,32000,Petrol,Honda
706,Maruti Swift Dzire Tour LDI,2017,300000.0,190621,Diesel,Maruti
707,Maruti 800 Std MPFi,2009,78000.0,64700,Petrol,Maruti
708,Hyundai Verna 1.6 CRDI SX Option,2019,970000.0,75000,Diesel,Hyundai
709,Mercedes-Benz E-Class E250 CDI Blue Efficiency,2015,2500000.0,35000,Diesel,Mercedes-Benz
710,Toyota Etios 1.4 VXD,2020,705000.0,70000,Diesel,Toyota
711,Mahindra Quanto C6,2016,271125.0,120000,Diesel,Mahindra
712,Volkswagen Vento 1.5 TDI Highline,2018,505000.0,98000,Diesel,Volkswagen
713,Maruti Ciaz ZDi,2017,550000.0,90000,Diesel,Maruti
714,Volkswagen Ameo 1.5 TDI Comfortline,2021,585000.0,70000,Diesel,Volkswagen
715,Tata Nano CX SE,2016,92500.0,25000,Petrol,Tata
716,Tata Manza Aura Quadrajet,2012,185000.0,60000,Diesel,Tata
717,Maruti Omni E 8 Str STD,2010,97500.0,90000,Petrol,Maruti
718,Chevrolet Optra 1.6 LS,2008,60000.0,126000,Petrol,Chevrolet
719,Mahindra TUV 300 T10,2021,695000.0,70000,Diesel,Mahindra
720,Mahindra Alturas G4 4X2 AT BSIV,2022,2700000.0,5000,Diesel,Mahindra
721,Maruti Zen Estilo LX BSIII,2010,135000.0,74183,Petrol,Maruti
722,Tata Indica LXI,2007,80000.0,46000,Petrol,Tata
723,Maruti Wagon R VXI Optional,2018,273000.0,60000,Petrol,Maruti
724,Tata Sumo Victa CX 7/9 Str BSII,2015,320000.0,120000,Diesel,Tata
725,Skoda Superb Elegance 2.0 TDI CR AT,2012,542000.0,100000,Diesel,Skoda
726,Jeep Compass 2.0 Longitude Option BSIV,2021,1595000.0,50000,Diesel,Jeep
727,Tata Indica DL,2009,55000.0,100000,Diesel,Tata
728,Ford Fiesta 1.6 ZXi Leather,2009,88000.0,83411,Petrol,Ford
729,Mahindra Scorpio EX,2017,533333.33,13270,Diesel,Mahindra
730,Hyundai Santro Xing XL AT eRLX Euro III,2009,85000.0,100000,Petrol,Hyundai
731,Mahindra Thar DI 4X4 PS,2019,700000.0,50000,Diesel,Mahindra
732,Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,507750.0,26500,Petrol,Hyundai
733,Ford Fiesta 1.4 Duratec ZXI,2011,120000.0,100000,Petrol,Ford
734,Hyundai i20 Asta Option 1.4 CRDi,2019,605000.0,57000,Diesel,Hyundai
735,Maruti Swift Dzire LXI,2018,375000.0,70000,Petrol,Maruti
736,Maruti 800 EX,2004,35000.0,30000,Petrol,Maruti
737,Renault KWID Climber 1.0 AMT,2020,300000.0,20000,Petrol,Renault
738,Mahindra Bolero Power Plus SLE,2021,630000.0,40000,Diesel,Mahindra
739,Hyundai Xcent 1.2 VTVT S,2022,586666.67,7000,Petrol,Hyundai
740,Maruti Wagon R LXI LPG BSIV,2015,220000.0,80000,LPG,Maruti
741,Nissan Micra Diesel XV Premium,2014,179500.0,90000,Diesel,Nissan
742,Maruti Zen LXi - BS III,2008,125000.0,34000,Petrol,Maruti
743,Honda City i DTEC SV,2017,655000.0,110000,Diesel,Honda
744,Toyota Innova 2.5 VX (Diesel) 7 Seater,2018,970000.0,70000,Diesel,Toyota
745,Honda Civic 1.8 (E) MT,2009,300000.0,80000,Petrol,Honda
746,Maruti Zen Estilo 1.1 LXI BSIII,2010,126000.0,143000,Petrol,Maruti
747,Honda City 1.5 V MT,2013,412499.83,115000,Petrol,Honda
748,Tata Manza ELAN Quadrajet BS IV,2014,175000.0,100000,Diesel,Tata
749,Mahindra Xylo E4 ABS BS IV,2016,350000.0,42000,Diesel,Mahindra
750,Honda WR-V i-DTEC VX,2021,823000.0,35000,Diesel,Honda
751,Nissan Terrano XL 110 PS,2017,508333.33,136906,Diesel,Nissan
752,Honda Amaze S CVT Petrol,2022,610000.0,10000,Petrol,Honda
753,Maruti Esteem Lxi,2008,58333.33,60000,Petrol,Maruti
754,Toyota Corolla Altis Diesel D4DGL,2014,550000.0,120000,Diesel,Toyota
755,Tata Indica Vista Aura 1.2 Safire,2013,110000.0,120000,Petrol,Tata
756,Mahindra Bolero SLE,2013,325000.0,90000,Diesel,Mahindra
757,Hyundai Elite i20 Asta Option CVT BSIV,2022,691666.67,3000,Petrol,Hyundai
758,Hyundai Creta 1.4 E Plus,2021,800000.0,52000,Diesel,Hyundai
759,Honda Jazz 1.5 E i DTEC,2020,700000.0,39000,Diesel,Honda
760,Tata Aria Pure LX 4x2,2017,495000.0,90000,Diesel,Tata
761,Ford Freestyle Trend Petrol BSIV,2022,650000.0,8000,Petrol,Ford
762,Mahindra Jeep MM 775 XDB,2003,155000.0,50000,Diesel,Mahindra
763,Hyundai Grand i10 1.2 CRDi Magna,2018,387500.0,61658,Diesel,Hyundai
764,Maruti Zen Estilo LX BSIV,2013,90000.0,50000,Petrol,Maruti
765,Maruti 800 DX,2003,55000.0,60000,Petrol,Maruti
766,Honda City 1.5 GXI,2007,142500.0,120000,Petrol,Honda
767,Honda CR-V Diesel 4WD,2021,1800000.0,26000,Diesel,Honda
768,Maruti Ertiga BSIV VXI AT,2020,800000.0,30600,Petrol,Maruti
769,Volkswagen Polo 1.0 TSI Highline Plus,2023,802000.0,5000,Petrol,Volkswagen
770,Audi A4 35 TDI Premium,2018,2300000.0,35000,Diesel,Audi
771,Hyundai Xcent 1.1 CRDi SX,2019,430000.0,35000,Diesel,Hyundai
772,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2007,136666.67,120000,Diesel,Mahindra
773,Ford Ecosport 1.0 Ecoboost Titanium,2017,550000.0,72000,Petrol,Ford
774,Jaguar XF 3.0 Litre S Premium Luxury,2016,1900000.0,64000,Diesel,Jaguar
775,Maruti Zen Estilo VXI BSIII,2010,103333.33,100000,Petrol,Maruti
776,Toyota Innova 2.5 E 8 STR,2015,287000.0,70000,Diesel,Toyota
777,Hyundai i20 1.4 CRDi Asta,2014,350000.0,118700,Diesel,Hyundai
778,Nissan Micra XL CVT,2018,434999.0,40000,Petrol,Nissan
779,Mahindra Scorpio VLX AT 2WD BSIII,2007,225000.0,223660,Diesel,Mahindra
780,Toyota Corolla AE,2009,160000.0,140000,Petrol,Toyota
781,Hyundai Grand i10 Nios Sportz,2023,600000.0,5000,Petrol,Hyundai
782,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2019,470000.0,100000,Diesel,Chevrolet
783,Hyundai Grand i10 Nios AMT Magna,2023,640000.0,4000,Petrol,Hyundai
784,Hyundai Verna 1.6 VTVT S,2018,576666.67,35000,Petrol,Hyundai
785,Tata Manza Aqua Quadrajet BS IV,2015,177500.0,120000,Diesel,Tata
786,Maruti Wagon R LX BSIII,2012,115000.0,70000,Petrol,Maruti
787,Toyota Etios Cross 1.4L GD,2018,425000.0,80000,Diesel,Toyota
788,Renault KWID RXT BSIV,2022,250000.0,27000,Petrol,Renault
789,Daewoo Matiz SD,2005,60000.0,50000,Petrol,Daewoo
790,Tata Hexa XT,2020,1133333.33,16400,Diesel,Tata
791,Honda Jazz V,2022,650000.0,4000,Petrol,Honda
792,Maruti A-Star Lxi,2011,132500.0,40000,Petrol,Maruti
793,Audi A8 L 3.0 TDI quattro,2012,1250000.0,47000,Diesel,Audi
794,Hyundai Elantra SX,2018,700000.0,48000,Petrol,Hyundai
795,Datsun redi-GO AMT 1.0 T Option,2021,290000.0,15000,Petrol,Datsun
796,Tata Nano Cx BSIII,2017,53333.33,7000,Petrol,Tata
797,BMW X1 sDrive20d M Sport,2017,1485000.0,48000,Diesel,BMW
798,Chevrolet Enjoy TCDi LT 7 Seater,2017,316666.67,71014,Diesel,Chevrolet
799,Honda Amaze S Diesel,2018,400000.0,60000,Diesel,Honda
800,Mahindra KUV 100 D75 K6 Plus,2020,380000.0,71000,Diesel,Mahindra
801,Honda City i-VTEC CVT VX,2019,750000.0,45000,Petrol,Honda
802,Honda Brio VX,2020,367500.0,45000,Petrol,Honda
803,MG Hector Sharp Diesel MT BSIV,2022,1825000.0,14000,Diesel,MG
804,Audi A4 35 TDI Premium Plus,2022,3256000.0,17000,Diesel,Audi
805,Renault Scala Diesel RxL,2018,448000.0,60000,Diesel,Renault
806,Skoda Laura Ambiente 1.9 PD,2010,175000.0,181000,Diesel,Skoda
807,Ford Fiesta Diesel Style,2016,380000.0,83000,Diesel,Ford
808,Skoda Laura 1.9 TDI MT Ambiente,2013,280000.0,160000,Diesel,Skoda
809,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2013,819999.0,120000,Diesel,Toyota
810,Mercedes-Benz E-Class 220 CDI,2004,350000.0,100000,Diesel,Mercedes-Benz
811,Ford Figo Aspire 1.5 TDCi Trend,2020,567499.5,30000,Diesel,Ford
812,Tata Indigo GLX,2009,108333.33,110000,Petrol,Tata
813,Maruti Swift Dzire LDI Optional,2018,419000.0,170000,Diesel,Maruti
814,Ford EcoSport 1.5 Diesel Ambiente BSIV,2021,790000.0,40000,Diesel,Ford
815,Skoda Rapid 1.6 TDI Elegance,2015,275000.0,120000,Diesel,Skoda
816,Hyundai i20 1.4 CRDi Sportz,2015,385500.0,120000,Diesel,Hyundai
817,Chevrolet Aveo 1.4 LT BSIV,2012,250000.0,48000,Petrol,Chevrolet
818,Mahindra Quanto C4,2016,303333.33,100000,Diesel,Mahindra
819,Honda Mobilio S i DTEC,2019,580000.0,50000,Diesel,Honda
820,Hyundai Santa Fe 4WD AT,2017,1000000.0,80000,Diesel,Hyundai
821,Tata Manza Aura (ABS) Safire BS IV,2013,130000.0,50000,Petrol,Tata
822,Force One EX,2017,346000.0,37516,Diesel,Force
823,Mahindra Xylo D2 BS IV,2018,371666.0,20000,Diesel,Mahindra
824,Hyundai Santro Magna AMT BSIV,2022,425000.0,10000,Petrol,Hyundai
825,Tata Indigo LS BSII,2015,160000.0,110000,Diesel,Tata
826,Hyundai Verna CRDi SX ABS,2012,250000.0,136000,Diesel,Hyundai
827,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2015,326000.0,80000,Diesel,Tata
828,Tata Indica Vista Aura 1.3 Quadrajet,2012,135000.0,90000,Diesel,Tata
829,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2018,500000.0,110000,Diesel,Mahindra
830,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2015,583333.33,120000,Diesel,Mahindra
831,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2017,998333.0,90000,Diesel,Toyota
832,Honda Brio 1.2 S Option MT,2022,484999.0,9000,Petrol,Honda
833,Hyundai Santro Sportz BSIV,2022,500000.0,10000,Petrol,Hyundai
834,Fiat Linea Dynamic,2016,350000.0,70000,Petrol,Fiat
835,Maruti Alto 800 LX,2020,203333.33,60000,Petrol,Maruti
836,Maruti SX4 S Cross DDiS 320 Zeta,2019,675000.0,80000,Diesel,Maruti
837,Mahindra Jeep Classic,2002,170000.0,2020,Diesel,Mahindra
838,Mahindra Scorpio 2.6 Turbo 7 Str,2010,267500.0,100000,Diesel,Mahindra
839,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2014,472500.0,120000,Diesel,Toyota
840,Ford Figo Petrol LXI,2013,130000.0,110000,Petrol,Ford
841,Maruti Swift ZXI ABS,2012,235000.0,60000,Petrol,Maruti
842,Mahindra XUV500 W6 1.99 mHawk,2019,1000000.0,40000,Diesel,Mahindra
843,Maruti Alto K10 LX,2023,250000.0,1100,Petrol,Maruti
844,Maruti Wagon R VX,2003,50000.0,88500,Petrol,Maruti
845,Tata Indica Vista Aqua 1.2 Safire BSIV,2013,97000.0,128000,Petrol,Tata
846,Honda Civic 1.8 S AT,2009,187500.0,70000,Petrol,Honda
847,Mahindra NuvoSport N8,2019,525000.0,110000,Diesel,Mahindra
848,Hyundai Verna Transform CRDi VGT SX ABS,2013,325000.0,135000,Diesel,Hyundai
849,Volkswagen Vento New Diesel Highline,2015,330000.0,86000,Diesel,Volkswagen
850,Maruti S-Presso VXI Plus,2022,450000.0,1950,Petrol,Maruti
851,Honda Civic 1.8 S MT,2010,206666.33,70000,Petrol,Honda
852,Toyota Etios Liva 1.2 VX,2020,650000.0,6480,Petrol,Toyota
853,Toyota Yaris G,2021,850000.0,19107,Petrol,Toyota
854,Maruti Swift LXI Option,2018,415000.0,28217,Petrol,Maruti
855,Maruti Ciaz ZDi Plus,2019,695500.0,72787,Diesel,Maruti
856,Maruti Ciaz 1.4 Alpha,2020,876666.67,31063,Petrol,Maruti
857,Toyota Corolla Altis GL MT,2019,1150000.0,64156,Petrol,Toyota
858,Maruti Esteem Lxi - BSIII,2010,80000.0,54000,Petrol,Maruti
859,Volkswagen Vento Diesel Comfortline,2015,215000.0,97000,Diesel,Volkswagen
860,Maruti SX4 ZXI AT,2012,130000.0,120000,Petrol,Maruti
861,Maruti Swift Dzire AMT ZXI,2022,550000.0,60000,Petrol,Maruti
862,Mahindra TUV 300 T8 AMT,2019,730000.0,60000,Diesel,Mahindra
863,Ford Fusion 1.6 Duratec Petrol,2008,120000.0,100000,Petrol,Ford
864,Honda City i-VTEC VX,2020,1033333.33,35000,Petrol,Honda
865,Maruti Esteem Vxi,2008,100000.0,20000,Petrol,Maruti
866,Hyundai Verna 1.6 VTVT,2016,262500.0,60000,Petrol,Hyundai
867,Tata Sumo Victa EX 7/9 Str BSII,2012,130000.0,120000,Diesel,Tata
868,Chevrolet Sail Hatchback 1.2 LS,2019,260000.0,30000,Petrol,Chevrolet
869,Mahindra Bolero Power Plus ZLX,2020,765000.0,29000,Diesel,Mahindra
870,Datsun RediGO S,2019,270000.0,22000,Petrol,Datsun
871,Skoda Fabia 1.2 MPI Ambition Plus,2015,300000.0,50000,Petrol,Skoda
872,Renault Fluence 1.5,2015,350000.0,90000,Diesel,Renault
873,Maruti Wagon R LXI DUO BS IV,2015,180000.0,60000,LPG,Maruti
874,Mahindra TUV 300 Plus P4,2021,850000.0,30000,Diesel,Mahindra
875,Volkswagen Jetta 2.0 TDI Comfortline,2014,350000.0,312000,Diesel,Volkswagen
876,Maruti Swift LDI Optional,2020,500000.0,40000,Diesel,Maruti
877,Maruti SX4 VDI,2014,306666.67,90000,Diesel,Maruti
878,Chevrolet Aveo 1.4 CNG,2014,229999.0,100000,CNG,Chevrolet
879,Hyundai Elite i20 Magna Plus BSIV,2023,545000.0,7300,Petrol,Hyundai
880,Mahindra Thar 4X4,2016,597500.0,25000,Diesel,Mahindra
881,Hyundai EON Magna Optional,2018,300000.0,22000,Petrol,Hyundai
882,Maruti Omni 5 Str STD LPG,2001,50000.0,35000,LPG,Maruti
883,Maruti 800 DUO AC LPG,2012,85000.0,50000,LPG,Maruti
884,Toyota Innova Crysta 2.4 G MT BSIV,2019,1300000.0,70000,Diesel,Toyota
885,Hyundai Accent GLX,2011,136666.67,60000,Petrol,Hyundai
886,Maruti Swift VDI Optional,2020,479999.5,60000,Diesel,Maruti
887,Hyundai Santro Xing XK eRLX EuroIII,2010,130000.0,135000,Petrol,Hyundai
888,Maruti Baleno Zeta 1.2,2020,633500.0,25000,Petrol,Maruti
889,Ford Freestyle Titanium Diesel,2023,767000.0,101,Diesel,Ford
890,Ford Figo Titanium,2023,690500.0,101,Petrol,Ford
891,Ford Ecosport 1.5 Diesel Titanium,2023,803333.33,101,Diesel,Ford
892,Ford Figo 1.5D Titanium Opt MT,2018,495000.0,52328,Diesel,Ford
893,Toyota Etios VX,2014,262500.0,120000,Petrol,Toyota
894,Hyundai Accent GLS,2007,122500.0,110000,Petrol,Hyundai
895,Maruti Ignis 1.3 Delta,2021,590000.0,26350,Diesel,Maruti
896,Tata Indigo CS LX (TDI) BS-III,2018,225000.0,68745,Diesel,Tata
897,Maruti Alto K10 VXI AGS,2020,343666.67,27289,Petrol,Maruti
898,Nissan Evalia XV,2017,650000.0,28245,Diesel,Nissan
899,Hyundai Grand i10 1.2 CRDi Sportz Option,2020,553333.0,27005,Diesel,Hyundai
900,Mahindra KUV 100 D75 K4 Plus 5Str,2019,470000.0,31367,Diesel,Mahindra
901,Hyundai Verna SX Diesel,2016,385000.0,45264,Diesel,Hyundai
902,Honda City Corporate Edition,2016,495000.0,45241,Petrol,Honda
903,Hyundai EON Era,2017,272499.5,12000,Petrol,Hyundai
904,Datsun RediGO 1.0 T Option,2021,375000.0,2769,Petrol,Datsun
905,Maruti Alto LXI,2007,68400.0,50000,Petrol,Maruti
906,Hyundai i10 Magna 1.2,2013,257499.75,60000,Petrol,Hyundai
907,Renault Captur 1.5 Diesel RXT Mono,2021,1000000.0,40000,Diesel,Renault
908,Mahindra Xylo D2 Maxx,2017,350000.0,170000,Diesel,Mahindra
909,Ford Aspire Titanium BSIV,2023,629499.5,1010,Petrol,Ford
910,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2023,984500.0,1010,Petrol,Ford
911,Ford Ecosport 1.5 Petrol Trend,2023,1030000.0,1010,Petrol,Ford
912,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2023,1334000.0,1010,Diesel,Ford
913,Ford Freestyle Titanium,2023,811999.0,1010,Petrol,Ford
914,Ford Ecosport Thunder Edition Diesel,2023,1331000.0,1010,Diesel,Ford
915,Ford Freestyle Titanium Plus,2023,852000.0,1010,Petrol,Ford
916,Mahindra Scorpio S2 9 Seater,2018,830000.0,70000,Diesel,Mahindra
917,Mahindra Scorpio VLS 2.2 mHawk,2012,354999.5,110000,Diesel,Mahindra
918,Honda Accord VTi-L (MT),2010,200000.0,80000,Petrol,Honda
919,Tata Indigo CS LE (TDI) BS-III,2014,95000.0,115000,Diesel,Tata
920,Volkswagen Ameo 1.5 TDI Highline Plus 16,2021,660000.0,25000,Diesel,Volkswagen
921,Ford Ecosport 1.5 Petrol Titanium Plus,2022,1100000.0,5166,Petrol,Ford
922,Mahindra XUV500 AT W10 AWD,2019,1159999.5,70000,Diesel,Mahindra
923,Mahindra XUV500 W10 2WD,2019,1360000.0,35000,Diesel,Mahindra
924,Maruti Swift Dzire AMT VDI,2020,707500.0,25000,Diesel,Maruti
925,Tata New Safari 4X4,2010,199000.0,78771,Diesel,Tata
926,Hyundai Verna SX CRDi AT,2015,482500.0,72000,Diesel,Hyundai
927,Renault Koleos 2.0 Diesel,2015,750000.0,80000,Diesel,Renault
928,Maruti Wagon R LXI DUO BSIII,2012,112500.0,60000,LPG,Maruti
929,Ford Ikon 1.8 D,2008,114999.0,92645,Diesel,Ford
930,Mercedes-Benz New C-Class 200 CDI Classic,2010,699000.0,101849,Diesel,Mercedes-Benz
931,Maruti Ertiga SHVS LDI Option,2020,700000.0,120000,Diesel,Maruti
932,Tata Manza Aura (ABS) Quadrajet BS IV,2015,223750.0,155836,Diesel,Tata
933,Maruti Wagon R VXi BSII,2014,220000.0,59000,Petrol,Maruti
934,Ford Fiesta 1.5 TDCi Ambiente,2017,800000.0,20000,Diesel,Ford
935,Renault KWID 1.0,2019,307500.0,40000,Petrol,Renault
936,Mahindra Scorpio S10 7 Seater,2018,686666.67,50000,Diesel,Mahindra
937,Chevrolet Enjoy TCDi LS 8 Seater,2017,330000.0,200000,Diesel,Chevrolet
938,Tata Indica Vista TDI LX,2016,211250.0,65000,Diesel,Tata
939,Fiat Grande Punto EVO 1.3 Active,2017,263333.33,50000,Diesel,Fiat
940,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2014,825000.0,120000,Diesel,Mitsubishi
941,Mahindra Scorpio 2.6 SLX CRDe,2009,300000.0,120000,Diesel,Mahindra
942,Maruti Swift VXI Optional,2019,380000.0,30000,Petrol,Maruti
943,Mahindra Thar DI 4X2,2021,515000.0,5000,Diesel,Mahindra
944,Maruti Ritz VXi,2017,295000.0,35000,Petrol,Maruti
945,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2020,770000.0,15000,Petrol,Tata
946,Toyota Innova 2.5 G1 BSIV,2015,950000.0,80000,Diesel,Toyota
947,Maruti Vitara Brezza LDi,2021,700000.0,25000,Diesel,Maruti
948,Hyundai Verna Transform CRDi VGT ABS,2013,229999.0,120000,Diesel,Hyundai
949,Ford Freestyle Titanium Plus Diesel,2022,750000.0,1001,Diesel,Ford
950,Ford Figo 1.5P Titanium AT,2020,742500.0,1758,Petrol,Ford
951,Ford Figo 1.5D Titanium MT,2020,557500.0,35122,Diesel,Ford
952,Skoda Rapid 1.5 TDI AT Ambition BSIV,2020,750000.0,40000,Diesel,Skoda
953,Tata Manza Aura Safire,2013,200000.0,50000,Petrol,Tata
954,Maruti Swift Dzire ZXI,2016,523750.0,60000,Petrol,Maruti
955,Mahindra Bolero SLE BSIII,2010,185000.0,230000,Diesel,Mahindra
956,Hyundai Verna VTVT 1.6 SX,2021,800000.0,40000,Petrol,Hyundai
957,Fiat Punto 1.2 Active,2013,80000.0,50000,Petrol,Fiat
958,Maruti Alto LXi BSII,2005,100000.0,80000,Petrol,Maruti
959,Honda City 1.5 EXI S,2007,105000.0,100000,Petrol,Honda
960,Honda Amaze E i-VTEC,2019,380000.0,50000,Petrol,Honda
961,Tata Safari Storme EX,2017,670000.0,78322,Diesel,Tata
962,Volkswagen Ameo 1.2 MPI Trendline,2021,465000.0,13000,Petrol,Volkswagen
963,Hyundai Verna 1.6 Xi ABS,2011,220000.0,54309,Petrol,Hyundai
964,Chevrolet Aveo 1.6 LT,2009,150000.0,34600,Petrol,Chevrolet
965,Mahindra Bolero DI DX 8 Seater,2012,264999.5,55000,Diesel,Mahindra
966,Hyundai Verna 1.4 EX,2014,500000.0,31000,Diesel,Hyundai
967,Ford Figo Petrol ZXI,2014,157500.0,50000,Petrol,Ford
968,Tata Harrier XZ BSIV,2022,1600000.0,10000,Diesel,Tata
969,Mahindra KUV 100 mFALCON G80 K8 5str,2019,446666.67,60000,Petrol,Mahindra
970,Hyundai i10 Sportz,2014,236250.0,50000,Petrol,Hyundai
971,Maruti Ignis 1.2 Delta BSIV,2022,500000.0,15000,Petrol,Maruti
972,Toyota Corolla Altis 1.8 J,2011,400000.0,35000,Petrol,Toyota
973,Tata Manza Club Class Quadrajet90 LS,2017,200000.0,100000,Diesel,Tata
974,Maruti Wagon R VXI Minor,2010,140999.8,60000,Petrol,Maruti
975,Hyundai Accent GLE,2012,114999.0,106000,Petrol,Hyundai
976,Toyota Innova 2.0 VX 7 Seater,2013,320000.0,120000,Petrol,Toyota
977,Maruti Alto 800 CNG LXI Optional,2022,300000.0,120000,CNG,Maruti
978,Maruti Ritz LXi,2019,248000.0,160000,Petrol,Maruti
979,Chevrolet Aveo 1.6 LT with ABS,2013,140000.0,120000,Petrol,Chevrolet
980,Tata Altroz XZ,2023,830000.0,10000,Petrol,Tata
981,Volkswagen Polo SR Petrol 1.2L,2016,380000.0,50000,Petrol,Volkswagen
982,Skoda Superb 1.8 TFSI MT,2013,333333.33,80000,Petrol,Skoda
983,Tata Tiago 2019-2020 XE Diesel,2019,385000.0,38000,Diesel,Tata
984,Tata Tiago 1.05 Revotorq XE,2019,380500.0,38000,Diesel,Tata
985,Hyundai Santro LS zipPlus,2005,80000.0,120000,Petrol,Hyundai
986,Mahindra XUV500 AT W10 FWD,2018,1325000.0,60000,Diesel,Mahindra
987,Mahindra Scorpio VLX 2WD BSIV,2017,634000.0,58000,Diesel,Mahindra
988,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2017,780000.0,58000,Diesel,Mahindra
989,Hyundai Verna CRDi ABS,2010,175000.0,80000,Diesel,Hyundai
990,Mercedes-Benz E-Class 230,2001,1000000.0,35000,Petrol,Mercedes-Benz
991,Maruti Omni 8 Seater BSIV,2016,210499.5,35000,Petrol,Maruti
992,Ford Fiesta 1.4 ZXi TDCi ABS,2012,123333.33,110000,Diesel,Ford
993,Tata New Safari Dicor EX 4X2 BS IV,2015,280000.0,110000,Diesel,Tata
994,Mahindra XUV500 W7,2021,1150000.0,58000,Diesel,Mahindra
995,Maruti Baleno Delta 1.3,2021,650000.0,15000,Diesel,Maruti
996,Tata Nano Twist XT,2018,77500.0,57000,Petrol,Tata
997,Maruti Wagon R AX,2015,300000.0,30000,Petrol,Maruti
998,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2010,190000.0,160000,Diesel,Mahindra
999,Tata Tiago 1.05 Revotorq XT Option,2020,450000.0,35000,Diesel,Tata
1000,Hyundai Elite i20 Sportz Plus BSIV,2022,640333.33,13500,Petrol,Hyundai
1001,Honda Brio Exclusive Edition,2017,335000.0,33033,Petrol,Honda
1002,Hyundai Verna Transform SX VTVT,2014,370000.0,55168,Petrol,Hyundai
1003,Maruti Swift Dzire ZXI 1.2 BS IV,2021,655000.0,25000,Petrol,Maruti
1004,Maruti Swift VDi BSIII W/ ABS,2011,263000.0,70000,Diesel,Maruti
1005,Hyundai Accent GLE 1,2002,60000.0,90000,Petrol,Hyundai
1006,Hyundai Getz GLX,2008,90000.0,90000,Petrol,Hyundai
1007,Ford Ecosport 1.5 Petrol Ambiente,2020,650000.0,6000,Petrol,Ford
1008,Honda BR-V i-VTEC VX MT,2023,1052666.67,1100,Petrol,Honda
